NOM_SITE,NOM_GAZ,ID_CARAC_G,Y_LAT,X_LONG,TYPE_DE_CA,CDE_BA_20K,CDE_BA_50K,NOM_UC,INDICE_UC,SP_QUAL,TYPE_UC,ID_POP,ACRO_ZAEA,ACRO_ZAM,ACRO_ZAJ
BUCK CHANNEL CREEK #FIVE,,2341,53.10309242580,-132.46098169700,Stream,955-673628-077218-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-950304-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,44864,HG,WQCI,HG+WQCI
BUCK CHANNEL CREEK #SIX,,2651,53.09466252640,-132.50109296200,Stream,950-947835-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,955-951000-05042-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,44476,HG,WQCI,HG+WQCI
BUCK CHANNEL CREEK #THREE,,1675,53.10294859210,-132.41383755400,Stream,955-673628-000741-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-945103-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,43231,HG,WQCI,HG+WQCI
CANOE PASS CREEK,,1677,53.10790056550,-132.38940921700,Stream,950-954469-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-952000-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,41936,HG,WQCI,HG+WQCI
CELESTIAL RIVER,,1551,53.63331428770,-132.93143797200,Stream,940-468060-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-458900-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,40921,HG,WQCI,HG+WQCI
COATES CREEK,COATES CREEK,1552,53.68543876420,-132.92743643000,Stream,940-511793-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-499200-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,40926,HG,WQCI,HG+WQCI
COLLISON BAY CREEK,,1633,52.27847821830,-131.15750358400,Stream,950-357092-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-357100-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,43051,HG,WQCI,HG+WQCI
DAWSON HARBOUR CREEK,,1526,53.17187461980,-132.43270838000,Stream,940-178063-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-181900-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,42601,HG,WQCI,HG+WQCI
DAWSON INLET CREEK,,1527,53.22287697880,-132.47781016600,Stream,940-187392-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-191300-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,42606,HG,WQCI,HG+WQCI
DOUGLAS INLET RIGHT HAND CREEK,,1661,52.92865814270,-132.19667212000,Stream,950-840897-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-838500-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,43191,HG,WQCI,HG+WQCI
EAST NARROWS CREEK,,1680,53.15267202500,-132.28262935400,Stream,940-151859-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-964129-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,41951,HG,WQCI,HG+WQCI
EAST NARROWS DOLPHIN CREEK,,1679,53.15015402720,-132.25869044800,Stream,940-150370-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-961834-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,41946,HG,WQCI,HG+WQCI
FAIRFAX CREEK,FAIRFAX CREEK,1650,52.71762168050,-131.98155632400,Stream,950-694269-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-692400-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,43136,HG,WQCI,HG+WQCI
FAIRFAX OUTER CREEK,,1649,52.73734697800,-132.00116170900,Stream,950-690941-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-689000-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,43131,HG,WQCI,HG+WQCI
FANNY CREEK,FANNY CREEK,1641,52.12743653410,-131.16387205500,Stream,950-418070-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-419300-38600-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,43091,HG,WQCI,HG+WQCI
FLAMINGO INLET CREEK,,1646,52.22324734690,-131.34736918400,Stream,950-481148-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-485233-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,43116,HG,WQCI,HG+WQCI
FLAT CREEK,FLAT CREEK,1654,52.79116072900,-131.96568374900,Stream,950-720362-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-719300-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,43156,HG,WQCI,HG+WQCI
GIVENCHY ANCHORAGE CREEK,,1530,53.32508963020,-132.55098777000,Stream,940-262407-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-262317-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,42621,HG,WQCI,HG+WQCI
GOLD HARBOUR CREEK,,1663,52.93412711650,-132.13160781700,Stream,950-854211-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-851900-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,43201,HG,WQCI,HG+WQCI
GOSKI BAY CREEK,,1648,52.43990233280,-131.55079653000,Stream,950-561696-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-559700-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,43126,HG,WQCI,HG+WQCI
GREGORY CREEK,,1541,53.40344972850,-132.52036747100,Stream,940-332509-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-331100-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,41906,HG,WQCI,HG+WQCI
GUDAL CREEK,GUDAL CREEK,1528,53.23150340530,-132.56307738200,Stream,940-211752-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-214700-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,42611,HG,WQCI,HG+WQCI
HOBBS CREEK,,1549,53.59710360940,-132.82325144100,Stream,940-456065-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-447100-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,40911,HG,WQCI,HG+WQCI
INDIAN BAY CREEK,,1533,53.34134698610,-132.51500475600,Stream,940-306409-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-305100-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,42636,HG,WQCI,HG+WQCI
INSKIP CREEK,,1669,53.00905619030,-132.23183579500,Stream,950-885188-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-882800-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,42671,HG,WQCI,HG+WQCI
KAISUN CREEK,,1673,53.04500177760,-132.43860138000,Stream,950-918214-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-915700-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,42691,HG,WQCI,HG+WQCI
KANO INLET CREEK - OUTER,,1529,53.28806444320,-132.63888788500,Stream,940-250044-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-251500-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,42616,HG,WQCI,HG+WQCI
KANO INLET HEAD CREEK,,1531,53.33295268570,-132.55475741500,Stream,940-263173-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-264700-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,42626,HG,WQCI,HG+WQCI
KOOTENAY INLET NORTH ARM CREEK,,1659,52.87832658730,-132.19819886400,Stream,950-796858-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-794000-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,43181,HG,WQCI,HG+WQCI
KOOTENAY INLET SOUTH ARM CREEK,,1658,52.84397608840,-132.15178502000,Stream,950-789429-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-786400-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,43176,HG,WQCI,HG+WQCI
LOMGON BAY CREEK,,1657,52.78671575320,-132.09857129300,Stream,950-746746-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-746200-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,43171,HG,WQCI,HG+WQCI
LOUSCOONE INLET CREEK,,1642,52.24343979800,-131.29416127300,Stream,950-437545-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-439300-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,43096,HG,WQCI,HG+WQCI
MACE CREEK,MACE CREEK,1550,53.60700899150,-132.82265308600,Stream,940-457436-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-448400-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,40916,HG,WQCI,HG+WQCI
MCKENZIE COVE CREEK,,1672,53.04762945720,-132.33760506700,Stream,950-909498-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-907200-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,42686,HG,WQCI,HG+WQCI
MERCER CREEK,,1548,53.58313922870,-132.90167182100,Stream,940-448869-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-440100-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,40906,HG,WQCI,HG+WQCI
MORESBY CREEK,MORESBY CREEK,1664,52.93705814520,-132.13342296100,Stream,950-854534-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-852200-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,43206,HG,WQCI,HG+WQCI
MOUNTAIN CREEK,MOUNTAIN CREEK,1536,53.30901317040,-132.42343226000,Stream,940-317919-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-316300-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,42651,HG,WQCI,HG+WQCI
NESTO INLET CREEK INNER,,1547,53.56003712410,-132.90643930400,Stream,940-422646-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-425240-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,40901,HG,WQCI,HG+WQCI
NORTH ARM CREEK RIGHT HAND,,1523,53.16875847420,-132.31107594800,Stream,940-154272-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-158327-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,42586,HG,WQCI,HG+WQCI
NORTH ARM HEAD CREEK,,1524,53.18635457340,-132.33944996400,Stream,940-157630-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-161700-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,42591,HG,WQCI,HG+WQCI
OTARD CREEK,OTARD CREEK,1555,53.77039919830,-132.99248845500,Stream,940-528104-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-516500-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,40941,HG,WQCI,HG+WQCI
PEEL INLET 1ST LEFT HAND CREEK,,1668,52.99851562390,-132.13766827300,Stream,950-879515-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-877000-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,42666,HG,WQCI,HG+WQCI
PEEL INLET 2ND LEFT HAND CREEK,,1667,52.98842083080,-132.10884496600,Stream,950-877534-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-875100-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,43221,HG,WQCI,HG+WQCI
PEEL INLET HEAD CREEK,,1666,52.96530876640,-132.07316796500,Stream,950-874527-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-872100-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,43216,HG,WQCI,HG+WQCI
PORT LOUIS CREEK OUTER,,1554,53.70878724320,-132.94938318600,Stream,940-516040-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-503500-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,40936,HG,WQCI,HG+WQCI
RENNELL CREEK,,1535,53.29102256080,-132.42771106100,Stream,940-315312-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-313900-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,42646,HG,WQCI,HG+WQCI
RILEY CREEK,RILEY CREEK,1540,53.38696583800,-132.51655862300,Stream,940-329480-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-328100-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,41901,HG,WQCI,HG+WQCI
ROCKRUN CREEK,ROCKRUN CREEK,1537,53.31948822760,-132.41512797900,Stream,940-319698-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-318000-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,42656,HG,WQCI,HG+WQCI
SEAL INLET CREEK,,1545,53.53789639560,-132.73397269700,Stream,940-379466-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-376600-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,41926,HG,WQCI,HG+WQCI
SECURITY INLET LEFT HAND CREEK,,1671,53.06270489300,-132.28789245500,Stream,950-903712-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-901300-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,42681,HG,WQCI,HG+WQCI
SECURITY INLET RIGHT HAND CREEK,,1670,53.05723718310,-132.25743321800,Stream,950-901846-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-899300-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,42676,HG,WQCI,HG+WQCI
SHIELDS CREEK,SHIELDS CREEK,1538,53.32607092570,-132.41432426300,Stream,940-320391-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-318700-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,42661,HG,WQCI,HG+WQCI
STAKI CREEK,,1645,52.24617284940,-131.37553510100,Stream,950-490325-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-481684-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,43111,HG,WQCI,HG+WQCI
TARTU INLET HEAD CREEK,,1544,53.49855176560,-132.67487393800,Stream,940-352922-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-351500-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,41921,HG,WQCI,HG+WQCI
TARTU INLET OUTER CREEK,,1543,53.47514858930,-132.65473301400,Stream,940-349858-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-348300-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,41916,HG,WQCI,HG+WQCI
TASU CREEK,TASU CREEK,1656,52.85812003650,-132.08394741700,Stream,950-735521-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-734400-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,43166,HG,WQCI,HG+WQCI
WEST NARROWS CREEK,,1525,53.15400080620,-132.35515432900,Stream,940-162890-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-167100-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,42596,HG,WQCI,HG+WQCI
WILSON BAY CREEK,,1653,52.75501429820,-131.93983524300,Stream,950-716592-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-715325-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,43151,HG,WQCI,HG+WQCI
YAKOUN TRAIL CREEK,,1539,53.34306744300,-132.42738767000,Stream,940-322190-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-320500-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,41896,HG,WQCI,HG+WQCI
YAKULANAS CREEK,,1647,52.39309142130,-131.50692206900,Stream,950-555908-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-553800-00000-00000-0000-0000-000-000-000-000-000-000,HG-WEST,CO-24,CO,Current,43121,HG,WQCI,HG+WQCI
AGNES CREEK,,1691,53.23655944170,-131.85725240500,Stream,950-999642-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-996910-00000-00000-0000-0000-000-000-000-000-000-000,HG-GRAHAM ISLAND LOWLANDS,CO-25,CO,Current,42006,HG,HStr,HG+HStr
AIN RIVER,AIN RIVER,1563,53.73262857920,-132.42343560600,Stream,940-778658-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-768700-00000-00000-0000-0000-000-000-000-000-000-000,HG-GRAHAM ISLAND LOWLANDS,CO-25,CO,Current,40981,HG,NQCI,HG+NQCI
AWUN RIVER,AWUN RIVER,1567,53.65318332270,-132.52134808200,Stream,940-830166-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-818300-00000-00000-0000-0000-000-000-000-000-000-000,HG-GRAHAM ISLAND LOWLANDS,CO-25,CO,Current,41001,HG,NQCI,HG+NQCI
BLAINE CREEK,BLAINE CREEK,1577,53.18806654510,-131.77815156300,Stream,950-009968-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-007500-00000-00000-0000-0000-000-000-000-000-000-000,HG-GRAHAM ISLAND LOWLANDS,CO-25,CO,Current,41051,HG,HStr,HG+HStr
CAPE BALL RIVER,CAPE BALL RIVER,1495,53.68666230190,-131.89092948100,Stream,940-045478-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-049200-00000-00000-0000-0000-000-000-000-000-000-000,HG-GRAHAM ISLAND LOWLANDS,CO-25,CO,Current,42446,HG,HStr,HG+HStr
DATLAMEN CREEK,DATLAMEN CREEK,1568,53.56654725050,-132.48561058900,Stream,940-862496-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-851600-00000-00000-0000-0000-000-000-000-000-000-000,HG-GRAHAM ISLAND LOWLANDS,CO-25,CO,Current,41006,HG,NQCI,HG+NQCI
DAVIDSON CREEK,DAVIDSON CREEK,1558,53.95441355690,-132.68218106200,Stream,940-677912-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-661700-00000-00000-0000-0000-000-000-000-000-000-000,HG-GRAHAM ISLAND LOWLANDS,CO-25,CO,Current,40956,HG,NQCI,HG+NQCI
DINAN CREEK,DINAN CREEK,1565,53.65380140790,-132.68084339100,Stream,940-798570-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-788500-00000-00000-0000-0000-000-000-000-000-000-000,HG-GRAHAM ISLAND LOWLANDS,CO-25,CO,Current,40991,HG,NQCI,HG+NQCI
GIRRARD CREEK,MILLER CREEK,1501,53.33885469750,-131.94304230400,Stream,940-078767-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-084700-00000-00000-0000-0000-000-000-000-000-000-000,HG-GRAHAM ISLAND LOWLANDS,CO-25,CO,Current,42476,HG,HStr,HG+HStr
HAANS CREEK,HAANS CREEK,1690,53.23790532230,-131.86786389100,Stream,950-999114-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-996400-00000-00000-0000-0000-000-000-000-000-000-000,HG-GRAHAM ISLAND LOWLANDS,CO-25,CO,Current,42001,HG,HStr,HG+HStr
HIELLEN RIVER,HIELLEN RIVER,1576,54.07188958460,-131.79166010400,Stream,940-983819-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-987200-00000-00000-0000-0000-000-000-000-000-000-000,HG-GRAHAM ISLAND LOWLANDS,CO-25,CO,Current,41046,HG,NQCI,HG+NQCI
JALUN RIVER,JALUN RIVER,1556,54.12777257620,-132.80263669200,Stream,940-636518-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-620200-00000-00000-0000-0000-000-000-000-000-000-000,HG-GRAHAM ISLAND LOWLANDS,CO-25,CO,Current,40946,HG,NQCI,HG+NQCI
JUNGLE CREEK,JUNGLE CREEK,1499,53.37202595450,-131.92916727500,Stream,940-075447-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-081300-00000-00000-0000-0000-000-000-000-000-000-000,HG-GRAHAM ISLAND LOWLANDS,CO-25,CO,Current,42466,HG,HStr,HG+HStr
KUMDIS CREEK,KUMDIS CREEK,1574,53.69525451940,-132.14375763300,Stream,940-916127-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-908900-00000-00000-0000-0000-000-000-000-000-000-000,HG-GRAHAM ISLAND LOWLANDS,CO-25,CO,Current,41036,HG,NQCI,HG+NQCI
LAWN CREEK,LAWN CREEK,1498,53.40352234640,-131.92347583400,Stream,940-072554-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-078200-00000-00000-0000-0000-000-000-000-000-000-000,HG-GRAHAM ISLAND LOWLANDS,CO-25,CO,Current,42461,HG,HStr,HG+HStr
LIGNITE CREEK,LIGNITE CREEK,1560,53.97114945090,-132.60190131200,Stream,940-686481-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-672400-00000-00000-0000-0000-000-000-000-000-000-000,HG-GRAHAM ISLAND LOWLANDS,CO-25,CO,Current,40966,HG,NQCI,HG+NQCI
MAMIN RIVER,MAMIN RIVER,1570,53.62133375950,-132.31052245900,Stream,940-885049-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-874800-00000-00000-0000-0000-000-000-000-000-000-000,HG-GRAHAM ISLAND LOWLANDS,CO-25,CO,Current,41016,HG,NQCI,HG+NQCI
MCCLINTON CREEK,MCCLINTON CREEK,1566,53.63585922560,-132.60975954100,Stream,940-811509-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-801200-00000-00000-0000-0000-000-000-000-000-000-000,HG-GRAHAM ISLAND LOWLANDS,CO-25,CO,Current,40996,HG,NQCI,HG+NQCI
MILLER CREEK,CHINUKUNDL CREEK,1502,53.32424373000,-131.95423121200,Stream,940-080287-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-086100-00000-00000-0000-0000-000-000-000-000-000-000,HG-GRAHAM ISLAND LOWLANDS,CO-25,CO,Current,42481,HG,HStr,HG+HStr
MISSION CREEK,,1504,53.29099556180,-131.96922443500,Stream,940-083406-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-089023-00000-00000-0000-0000-000-000-000-000-000-000,HG-GRAHAM ISLAND LOWLANDS,CO-25,CO,Current,42491,HG,HStr,HG+HStr
