SITE_NAME,GAZ_NAME,GFE_ID,Y_LAT,X_LONG,GFE_TYPE,WS_CDE_20K,WS_CDE_50K,CU_NAME,FULL_CU_IN,SP_QUAL,CU_TYPE,POP_ID,FAZ_ACRO,MAZ_ACRO,JAZ_ACRO
LILIAN CREEK,,1805,52.21052531220,-128.07334602500,Stream,915-583813-273996-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-233500-34400-00000-0000-0000-000-000-000-000-000-000,SPILLER-FITZ HUGH-BURKE,CM-15,CM,Current,43763,HecLow,HStr,HecLow+HStr
MARTIN RIVER,MARTIN RIVER,986,52.36037070760,-127.72277137300,Stream,910-358714-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-373400-00000-00000-0000-0000-000-000-000-000-000-000,SPILLER-FITZ HUGH-BURKE,CM-15,CM,Current,51863,NC,HStr,NC+HStr
MCLOUGHLIN CREEK,MCLOUGHLIN CREEK,1809,52.13704037030,-128.14692147800,Stream,915-571739-697880-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-228000-69600-00000-0000-0000-000-000-000-000-000-000,SPILLER-FITZ HUGH-BURKE,CM-15,CM,Current,43243,HecLow,HStr,HecLow+HStr
NAMU RIVER,NAMU RIVER,959,51.85632303470,-127.86564581400,Stream,910-200540-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-216500-00000-00000-0000-0000-000-000-000-000-000-000,SPILLER-FITZ HUGH-BURKE,CM-15,CM,Current,51723,HecLow,HStr,HecLow+HStr
NEEKAS CREEK,NEEKAS CREEK,999,52.47388298180,-128.16143217700,Stream,910-438580-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-450900-00000-00000-0000-0000-000-000-000-000-000-000,SPILLER-FITZ HUGH-BURKE,CM-15,CM,Current,51928,HecLow,HStr,HecLow+HStr
NOOTUM RIVER,NOOTUM RIVER,960,51.94835528270,-127.67783116600,Stream,910-210576-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-225900-00000-00000-0000-0000-000-000-000-000-000-000,SPILLER-FITZ HUGH-BURKE,CM-15,CM,Current,51728,HecLow,HStr,HecLow+HStr
PINE RIVER,,997,52.65286361450,-128.05133181400,Stream,910-428656-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-441000-00000-00000-0000-0000-000-000-000-000-000-000,SPILLER-FITZ HUGH-BURKE,CM-15,CM,Current,51918,NC,HStr,NC+HStr
QUARTCHA CREEK,QUARTCHA CREEK,993,52.51538598120,-127.84154880900,Stream,910-387066-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-400700-00000-00000-0000-0000-000-000-000-000-000-000,SPILLER-FITZ HUGH-BURKE,CM-15,CM,Current,51898,NC,HStr,NC+HStr
QUATLENA RIVER,QUATLENA RIVER,961,52.03142078890,-127.61215055600,Stream,910-225080-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-240300-00000-00000-0000-0000-000-000-000-000-000-000,SPILLER-FITZ HUGH-BURKE,CM-15,CM,Current,51733,NC,HStr,NC+HStr
RAINBOW CREEK,,990,52.45167677170,-127.72813600400,Stream,910-382285-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-396000-00000-00000-0000-0000-000-000-000-000-000-000,SPILLER-FITZ HUGH-BURKE,CM-15,CM,Current,51883,NC,HStr,NC+HStr
ROSCOE CREEK,ROSCOE CREEK,991,52.47518334120,-127.74324896600,Stream,910-383578-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-397200-00000-00000-0000-0000-000-000-000-000-000-000,SPILLER-FITZ HUGH-BURKE,CM-15,CM,Current,51888,NC,HStr,NC+HStr
SAGAR CREEK,,1794,52.09708848810,-127.83989988500,Stream,915-564878-174014-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-226500-24900-00000-0000-0000-000-000-000-000-000-000,SPILLER-FITZ HUGH-BURKE,CM-15,CM,Current,43708,HecLow,HStr,HecLow+HStr
SALLY CREEK,,1804,52.20806570900,-128.07490394100,Stream,915-583813-270047-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-233500-34000-00000-0000-0000-000-000-000-000-000-000,SPILLER-FITZ HUGH-BURKE,CM-15,CM,Current,43758,HecLow,HStr,HecLow+HStr
SHIP POINT CREEK,,1810,52.08435031890,-128.15787935200,Stream,915-571739-764434-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-228000-76500-00000-0000-0000-000-000-000-000-000-000,SPILLER-FITZ HUGH-BURKE,CM-15,CM,Current,43248,HecLow,HStr,HecLow+HStr
SPILLER INLET CREEK,,410,52.59860670860,-128.11205459700,Stream,910-430975-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-443400-00000-00000-0000-0000-000-000-000-000-000-000,SPILLER-FITZ HUGH-BURKE,CM-15,CM,Current,45926,HecLow,HStr,HecLow+HStr
STEWART CREEK,,1789,51.89771053290,-128.12092459700,Stream,915-553298-297438-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-213000-28300-00000-0000-0000-000-000-000-000-000-000,SPILLER-FITZ HUGH-BURKE,CM-15,CM,Current,43683,HecLow,HStr,HecLow+HStr
THORWALD CREEK,THORWALD CREEK,963,52.31491286600,-127.15491521200,Stream,910-242971-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-258600-00000-00000-0000-0000-000-000-000-000-000-000,SPILLER-FITZ HUGH-BURKE,CM-15,CM,Current,51743,NC,HStr,NC+HStr
WALKER ISLAND CREEK,,2096,52.08684126130,-128.13916403100,Stream,915-571739-749908-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-228000-75000-00000-0000-0000-000-000-000-000-000-000,SPILLER-FITZ HUGH-BURKE,CM-15,CM,Current,3129,HecLow,HStr,HecLow+HStr
WALKER LAKE CREEK,,988,52.26835963590,-127.90678870900,Stream,910-367028-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-381300-00000-00000-0000-0000-000-000-000-000-000-000,SPILLER-FITZ HUGH-BURKE,CM-15,CM,Current,51873,HecLow,HStr,HecLow+HStr
WATT CREEK,,1786,51.84058976330,-128.10096221200,Stream,915-553298-081962-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-213000-06400-00000-0000-0000-000-000-000-000-000-000,SPILLER-FITZ HUGH-BURKE,CM-15,CM,Current,43668,HecLow,HStr,HecLow+HStr
WEBSTER LAKE CREEK,,1807,52.28380802150,-127.98969222500,Stream,915-583813-647665-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-233500-67300-00000-0000-0000-000-000-000-000-000-000,SPILLER-FITZ HUGH-BURKE,CM-15,CM,Current,43773,HecLow,HStr,HecLow+HStr
WORAN CREEK,WORAN CREEK,7990611,52.45277630810,-127.32429241400,Stream,910-327214-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-342400-00000-00000-0000-0000-000-000-000-000-000-000,SPILLER-FITZ HUGH-BURKE,CM-15,CM,Current,51843,NC,HStr,NC+HStr
ASSEEK RIVER,ASSEEK RIVER,964,51.96245384970,-126.67860431900,Stream,910-258012-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-273700-00000-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA-DEAN RIVERS,CM-16,CM,Current,51748,BCD,HStr,BCD+HStr
ATNARKO RIVER,ATNARKO RIVER,970,52.37656417890,-126.09435640500,Stream,910-275583-999439-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-290700-99900-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA-DEAN RIVERS,CM-16,CM,Current,51783,BCD,HStr,BCD+HStr
ATNARKO SPAWNING CHANNEL,,358,52.35895382720,-126.04900099400,Artificial Channel,910-275583-999439-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-290700-99900-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA-DEAN RIVERS,CM-16,CM,Current,45644,BCD,HStr,BCD+HStr
CAMP CREEK,,967,52.18166244670,-126.86141226500,Stream,910-265984-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-281600-00000-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA-DEAN RIVERS,CM-16,CM,Current,51763,BCD,HStr,BCD+HStr
CLAYTON FALLS CREEK,CLAYTON FALLS CREEK,2239,52.37153377800,-126.81590216300,Stream,910-273888-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-289600-00000-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA-DEAN RIVERS,CM-16,CM,Current,3132,BCD,HStr,BCD+HStr
DEAN RIVER,DEAN RIVER,975,52.80523156080,-126.96862453300,Stream,910-302877-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-318700-00000-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA-DEAN RIVERS,CM-16,CM,Current,51808,BCD,HStr,BCD+HStr
DEEP BAY CREEK,,979,52.58248903740,-127.24285926600,Stream,910-320475-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-336200-00000-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA-DEAN RIVERS,CM-16,CM,Current,51828,NC,HStr,NC+HStr
GRANTHAM CREEK,GRANTHAM CREEK,976,52.83567363490,-126.96528105600,Stream,910-303933-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-319700-00000-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA-DEAN RIVERS,CM-16,CM,Current,51813,NC,HStr,NC+HStr
KIMSQUIT RIVER,KIMSQUIT RIVER,977,52.88314462830,-127.07741126800,Stream,910-306442-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-322400-00000-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA-DEAN RIVERS,CM-16,CM,Current,51818,NC,HStr,NC+HStr
NASCALL CREEK,,981,52.46020926130,-127.31591466600,Stream,910-326799-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-342000-00000-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA-DEAN RIVERS,CM-16,CM,Current,51838,NC,HStr,NC+HStr
NECLEETSCONNAY RIVER,NECLEETSCONNAY RIVER,971,52.38928999080,-126.77359151100,Stream,910-275583-004276-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-291600-00000-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA-DEAN RIVERS,CM-16,CM,Current,51788,BCD,HStr,BCD+HStr
NIEUMIAMUS CREEK,NIEUMIAMUS CREEK,972,52.38930790200,-126.83425022900,Stream,910-276902-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-293100-00000-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA-DEAN RIVERS,CM-16,CM,Current,51793,BCD,HStr,BCD+HStr
NOEICK RIVER,NOEICK RIVER,966,52.04134650830,-126.67400861700,Stream,910-260913-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-276400-00000-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA-DEAN RIVERS,CM-16,CM,Current,51758,BCD,HStr,BCD+HStr
NOOKLIKONNIK CREEK,NOOKLIKONNIK CREEK,2245,52.38897609930,-126.57599055600,Stream,910-275583-262789-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-290700-24100-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA-DEAN RIVERS,CM-16,CM,Current,3141,BCD,HStr,BCD+HStr
NOOSESECK RIVER,NOOSESECK RIVER,973,52.34064549890,-126.98164421700,Stream,910-280177-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-296200-00000-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA-DEAN RIVERS,CM-16,CM,Current,51798,BCD,HStr,BCD+HStr
NUSASH CREEK,NUSASH CREEK,974,52.61231770060,-127.08435627500,Stream,910-294908-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-310900-00000-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA-DEAN RIVERS,CM-16,CM,Current,51803,BCD,HStr,BCD+HStr
NUSATSUM RIVER,NUSATSUM RIVER,2250,52.41020822680,-126.49053234800,Stream,910-275583-386694-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-290700-37800-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA-DEAN RIVERS,CM-16,CM,Current,3145,BCD,HStr,BCD+HStr
SALLOOMT RIVER,SALLOOMT RIVER,3403,52.39781275340,-126.53777835700,Stream,910-275583-317595-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-290700-30900-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA-DEAN RIVERS,CM-16,CM,Current,3163,BCD,HStr,BCD+HStr
SKOWQUILTZ RIVER,SKOWQUILTZ RIVER,978,52.60853844440,-127.16996327000,Stream,910-318106-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-334000-00000-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA-DEAN RIVERS,CM-16,CM,Current,51823,NC,HStr,NC+HStr
STEELHEAD CREEK,,980,52.52141324480,-127.26858737600,Stream,910-322815-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-338500-00000-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA-DEAN RIVERS,CM-16,CM,Current,51833,NC,HStr,NC+HStr
TALEOMEY RIVER,TALEOMEY RIVER,965,52.02671133280,-126.68294535400,Stream,910-260202-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-275900-00000-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA-DEAN RIVERS,CM-16,CM,Current,51753,BCD,HStr,BCD+HStr
TASTSQUAN CREEK,TASTSQUAN CREEK,2241,52.37162635440,-126.74233987800,Stream,910-275583-052172-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-290700-02500-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA-DEAN RIVERS,CM-16,CM,Current,3174,BCD,HStr,BCD+HStr
THORSEN CREEK,THORSEN CREEK,2242,52.36815654650,-126.70228624400,Stream,910-275583-103272-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-290700-10000-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA-DEAN RIVERS,CM-16,CM,Current,3135,BCD,HStr,BCD+HStr
AIRPORT SIDE CHANNEL,,2090,52.39138165690,-126.58698463400,Artificial Channel,910-275583-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-290700-00000-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA RIVER-LATE,CM-17,CM,Current,3119,BCD,HStr,BCD+HStr
BELLA COOLA RIVER,BELLA COOLA RIVER,968,52.39012813830,-126.77770520000,Stream,910-275583-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-290700-00000-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA RIVER-LATE,CM-17,CM,Current,51772,BCD,HStr,BCD+HStr
BELLA COOLA RIVER,BELLA COOLA RIVER,968,52.39012813830,-126.77770520000,Stream,910-275583-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-290700-00000-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA RIVER-LATE,CM-17,CM,Current,51771,BCD,HStr,BCD+HStr
FISH CREEK,,2246,52.38976226050,-126.57396500500,Stream,910-275583-265627-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-290700-25935-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA RIVER-LATE,CM-17,CM,Current,3143,BCD,HStr,BCD+HStr
GARBAGE DUMP CREEK,,2092,52.36696890170,-126.69298503600,Stream,,,BELLA COOLA RIVER-LATE,CM-17,CM,Current,3122,BCD,HStr,BCD+HStr
GEORGE HALL CREEK,,2093,52.38878810000,-126.57823548700,Stream,910-275583-260147-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-290700-24100-09243-0000-0000-000-000-000-000-000-000,BELLA COOLA RIVER-LATE,CM-17,CM,Current,3125,BCD,HStr,BCD+HStr
NOOHALK CREEK,,2244,52.36764285210,-126.68980483900,Stream,910-275583-103272-056174-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-290700-10000-01400-0000-0000-000-000-000-000-000-000,BELLA COOLA RIVER-LATE,CM-17,CM,Current,3138,BCD,HStr,BCD+HStr
SKIMLETS CREEK,,2095,52.37717651000,-126.65339754700,Stream,910-275583-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-290700-00000-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA RIVER-LATE,CM-17,CM,Current,3128,BCD,HStr,BCD+HStr
SNOOTLI CREEK,SNOOTLI CREEK,969,52.37995087200,-126.63871662300,Stream,910-275583-179800-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-290700-21500-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA RIVER-LATE,CM-17,CM,Current,51778,BCD,HStr,BCD+HStr
ALVIN CREEK,,1096,53.80593726630,-129.84863083900,Stream,910-755738-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-762600-00000-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,CM-18,CM,Current,52493,HecLow,HStr,HecLow+HStr
ARGYH CREEK,,1864,52.90488708710,-129.02990351200,Stream,915-620970-451752-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-46000-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,CM-18,CM,Current,43943,HecLow,HStr,HecLow+HStr
ARNOUP CREEK,ARNOUP CREEK,1850,52.97206815480,-128.67669416100,Stream,915-620970-098362-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-11100-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,CM-18,CM,Current,43873,NC,HStr,NC+HStr
BANKS LAKES CREEK,,1942,53.37688131800,-130.19896873300,Stream,915-669295-369517-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-560000-25100-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,CM-18,CM,Current,44333,HecLow,HStr,HecLow+HStr
BARNARD CREEK,BARNARD CREEK,1869,53.05299488830,-129.11962463600,Stream,915-620970-642580-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-64900-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,CM-18,CM,Current,43968,HecLow,HStr,HecLow+HStr
BELOWE CREEK,BELOWE CREEK,1091,53.47511055990,-129.47782281600,Stream,910-729790-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-736000-00000-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,CM-18,CM,Current,52468,HecLow,HStr,HecLow+HStr
BLACK ROCK CREEK,,1900,53.19763613730,-129.31486577800,Stream,915-661162-220045-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-541700-21300-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,CM-18,CM,Current,44123,HecLow,HStr,HecLow+HStr
BLEE CREEK,BLEE CREEK,1843,52.74478889990,-128.72458736400,Stream,915-620970-038323-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-03900-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,CM-18,CM,Current,43813,HecLow,HStr,HecLow+HStr
BLOOMFIELD CREEK,,1844,52.85706360520,-128.68226329600,Stream,915-620970-069823-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-07700-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,CM-18,CM,Current,43818,HecLow,HStr,HecLow+HStr
BOLTON CREEK,,1935,53.40866970710,-129.93966201800,Stream,915-669295-880661-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-560000-75100-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,CM-18,CM,Current,44298,HecLow,HStr,HecLow+HStr
BORROWMAN CREEK,,1890,52.73736300090,-129.26341872500,Stream,915-609400-600816-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-483500-62700-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,CM-18,CM,Current,44073,HecLow,HStr,HecLow+HStr
BOTTLENECK CREEK,,1832,52.70484129830,-128.38876936500,Stream,915-613809-421592-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-486500-30600-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,CM-18,CM,Current,42758,HecLow,HStr,HecLow+HStr
BULLEY BAY CREEK,,1816,52.46561685580,-128.31425032000,Stream,915-600827-567679-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-477000-57700-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,CM-18,CM,Current,43788,HecLow,HStr,HecLow+HStr
BUSEY CREEK,BUSEY CREEK,1856,52.78668628740,-128.77875659500,Stream,915-620970-176973-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-18800-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,CM-18,CM,Current,43903,HecLow,HStr,HecLow+HStr
CALDER CREEK,,1828,52.63648067940,-128.30264153900,Stream,915-613809-891474-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-486500-77200-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,CM-18,CM,Current,42738,HecLow,HStr,HecLow+HStr
CANYON CREEK,,1834,52.66434535120,-128.21562093900,Stream,915-619063-869464-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488000-87500-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,CM-18,CM,Current,42768,HecLow,HStr,HecLow+HStr
CAPTAIN COVE CREEK,,1931,53.81321605560,-130.17176871600,Stream,915-672242-692780-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-560200-66500-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,CM-18,CM,Current,44278,HecLow,HStr,HecLow+HStr
CARTWRIGHT CREEK,,1894,53.02134606370,-129.43002900600,Stream,915-651581-148755-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-538000-17600-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,CM-18,CM,Current,44093,HecLow,HStr,HecLow+HStr
CHAPPLE CREEK,,1868,52.96944220930,-129.14863857700,Stream,915-620970-557423-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-56300-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,CM-18,CM,Current,43963,HecLow,HStr,HecLow+HStr
CHERRY CREEK,,1919,53.24357826720,-129.49943545300,Stream,915-672242-988346-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-560200-97200-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,CM-18,CM,Current,44218,HecLow,HStr,HecLow+HStr
CLIFFORD CREEK,CLIFFORD CREEK,1882,52.60577319340,-129.12287638300,Stream,915-609400-310111-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-483500-35000-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,CM-18,CM,Current,44033,HecLow,HStr,HecLow+HStr
CRANE BAY CREEK,,1902,53.23291808060,-129.29365684900,Stream,915-661162-311045-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-541700-30600-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,CM-18,CM,Current,44133,HecLow,HStr,HecLow+HStr
CRIDGE INLET CREEK,,1917,53.34316182970,-129.54999991000,Stream,915-672242-954274-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-560200-93500-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,CM-18,CM,Current,44208,HecLow,HStr,HecLow+HStr
CURTIS INLET CREEK,,1925,53.50114363240,-129.86303486100,Stream,915-672242-371600-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-560200-34300-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,CM-18,CM,Current,44248,HecLow,HStr,HecLow+HStr
