SITE_NAME,GAZ_NAME,GFE_ID,Y_LAT,X_LONG,GFE_TYPE,WS_CDE_20K,WS_CDE_50K,CU_NAME,FULL_CU_IN,SP_QUAL,CU_TYPE,POP_ID,FAZ_ACRO,MAZ_ACRO,JAZ_ACRO
SEDMOND CREEK,SEDMOND CREEK,1640,52.20319735690,-131.15550582900,Stream,950-409054-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-410500-00000-00000-0000-0000-000-000-000-000-000-000,EAST HAIDA GWAII,PKO-9,PKO,Current,43087,HG,HStr,HG+HStr
SEWELL INLET CREEK,SEWELL INLET CREEK,1592,52.87808022420,-132.01189158600,Stream,950-106687-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-101700-00000-00000-0000-0000-000-000-000-000-000-000,EAST HAIDA GWAII,PKO-9,PKO,Current,42847,HG,HStr,HG+HStr
SKEDANS CREEK,SKEDANS CREEK,1692,52.94428749110,-131.64212884600,Stream,955-651227-775425-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,955-081000-59000-00000-0000-0000-000-000-000-000-000-000,EAST HAIDA GWAII,PKO-9,PKO,Current,42012,HG,HStr,HG+HStr
SLATECHUCK CREEK,SLATECHUCK CREEK,1514,53.22424567670,-132.23445081400,Stream,940-107546-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-112500-00000-00000-0000-0000-000-000-000-000-000-000,EAST HAIDA GWAII,PKO-9,PKO,Current,42542,HG,HStr,HG+HStr
SLIM INLET CREEK,OXALIS CREEK,1627,52.27556568670,-131.32188541900,Stream,950-320486-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-319200-00000-00000-0000-0000-000-000-000-000-000-000,EAST HAIDA GWAII,PKO-9,PKO,Current,43022,HG,HStr,HG+HStr
SOUTH BAY CULVERT CREEK,SOUTH BAY CREEK,1685,53.14834673220,-132.08094955300,Stream,950-979601-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-976700-00000-00000-0000-0000-000-000-000-000-000-000,EAST HAIDA GWAII,PKO-9,PKO,Current,41977,HG,HStr,HG+HStr
TALUNKWAN CREEK,,1700,52.84562821800,-131.80267150400,Stream,955-646690-323179-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,955-125000-32400-00000-0000-0000-000-000-000-000-000-000,EAST HAIDA GWAII,PKO-9,PKO,Current,42052,HG,HStr,HG+HStr
TARUNDL CREEK,TARUNDL CREEK,1512,53.24127068560,-132.14686254400,Stream,940-100507-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-105500-00000-00000-0000-0000-000-000-000-000-000-000,EAST HAIDA GWAII,PKO-9,PKO,Current,42532,HG,HStr,HG+HStr
THORSEN CREEK,THORSEN CREEK,1595,52.87697789460,-131.94956929700,Stream,950-110517-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-105500-00000-00000-0000-0000-000-000-000-000-000-000,EAST HAIDA GWAII,PKO-9,PKO,Current,42862,HG,HStr,HG+HStr
THURSTON HARBOUR CREEK,,1699,52.84361866490,-131.75910066500,Stream,955-646690-577975-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,955-125000-57797-00000-0000-0000-000-000-000-000-000-000,EAST HAIDA GWAII,PKO-9,PKO,Current,42047,HG,HStr,HG+HStr
TLELL RIVER,TLELL RIVER,1497,53.61864205090,-131.93293348200,Stream,940-051976-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-057000-00000-00000-0000-0000-000-000-000-000-000-000,EAST HAIDA GWAII,PKO-9,PKO,Current,42457,HG,HStr,HG+HStr
WATERFALL CREEK,WATERFALL CREEK,1591,52.88404623810,-131.98338065300,Stream,950-103776-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-098600-00000-00000-0000-0000-000-000-000-000-000-000,EAST HAIDA GWAII,PKO-9,PKO,Current,42842,HG,HStr,HG+HStr
WINDY BAY CREEK,WINDY BAY CREEK,1709,52.69260835800,-131.45806329400,Stream,955-627565-594511-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,955-186000-59600-00000-0000-0000-000-000-000-000-000-000,EAST HAIDA GWAII,PKO-9,PKO,Current,43287,HG,HStr,HG+HStr
AIN RIVER,AIN RIVER,1563,53.73262857920,-132.42343560600,Stream,940-778658-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-768700-00000-00000-0000-0000-000-000-000-000-000-000,NORTH HAIDA GWAII,PKO-10,PKO,Current,40982,HG,NQCI,HG+NQCI
AWUN RIVER,AWUN RIVER,1567,53.65318332270,-132.52134808200,Stream,940-830166-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-818300-00000-00000-0000-0000-000-000-000-000-000-000,NORTH HAIDA GWAII,PKO-10,PKO,Current,41002,HG,NQCI,HG+NQCI
DATLAMEN CREEK,DATLAMEN CREEK,1568,53.56654725050,-132.48561058900,Stream,940-862496-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-851600-00000-00000-0000-0000-000-000-000-000-000-000,NORTH HAIDA GWAII,PKO-10,PKO,Current,41007,HG,NQCI,HG+NQCI
DAVIDSON CREEK,DAVIDSON CREEK,1558,53.95441355690,-132.68218106200,Stream,940-677912-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-661700-00000-00000-0000-0000-000-000-000-000-000-000,NORTH HAIDA GWAII,PKO-10,PKO,Current,40957,HG,NQCI,HG+NQCI
HIELLEN RIVER,HIELLEN RIVER,1576,54.07188958460,-131.79166010400,Stream,940-983819-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-987200-00000-00000-0000-0000-000-000-000-000-000-000,NORTH HAIDA GWAII,PKO-10,PKO,Current,41047,HG,NQCI,HG+NQCI
JALUN RIVER,JALUN RIVER,1556,54.12777257620,-132.80263669200,Stream,940-636518-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-620200-00000-00000-0000-0000-000-000-000-000-000-000,NORTH HAIDA GWAII,PKO-10,PKO,Current,40947,HG,NQCI,HG+NQCI
LIGNITE CREEK,LIGNITE CREEK,1560,53.97114945090,-132.60190131200,Stream,940-686481-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-672400-00000-00000-0000-0000-000-000-000-000-000-000,NORTH HAIDA GWAII,PKO-10,PKO,Current,40967,HG,NQCI,HG+NQCI
MAMIN RIVER,MAMIN RIVER,1570,53.62133375950,-132.31052245900,Stream,940-885049-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-874800-00000-00000-0000-0000-000-000-000-000-000-000,NORTH HAIDA GWAII,PKO-10,PKO,Current,41017,HG,NQCI,HG+NQCI
MCCLINTON CREEK,MCCLINTON CREEK,1566,53.63585922560,-132.60975954100,Stream,940-811509-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-801200-00000-00000-0000-0000-000-000-000-000-000-000,NORTH HAIDA GWAII,PKO-10,PKO,Current,40997,HG,NQCI,HG+NQCI
NADEN RIVER,NADEN RIVER,1559,53.94485710620,-132.67249948300,Stream,940-679743-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-665100-00000-00000-0000-0000-000-000-000-000-000-000,NORTH HAIDA GWAII,PKO-10,PKO,Current,40962,HG,NQCI,HG+NQCI
SANGAN RIVER,SANGAN RIVER,1575,54.02724059520,-131.99721779000,Stream,940-971473-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-974000-00000-00000-0000-0000-000-000-000-000-000-000,NORTH HAIDA GWAII,PKO-10,PKO,Current,41042,HG,NQCI,HG+NQCI
STANLEY CREEK,STANLEY CREEK,1557,53.97461169260,-132.69142076700,Stream,940-672403-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-656500-00000-00000-0000-0000-000-000-000-000-000-000,NORTH HAIDA GWAII,PKO-10,PKO,Current,40952,HG,NQCI,HG+NQCI
YAKOUN RIVER,YAKOUN RIVER,1571,53.65705151880,-132.20596876200,Stream,940-906664-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-896100-00000-00000-0000-0000-000-000-000-000-000-000,NORTH HAIDA GWAII,PKO-10,PKO,Current,41022,HG,NQCI,HG+NQCI
BOTANY INLET HEAD CREEK,,1652,52.71382474790,-131.91844886400,Stream,950-709940-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-708500-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,43147,HG,WQCI,HG+WQCI
BOTANY INLET OUTER CREEK,,1651,52.72898972330,-131.94560832900,Stream,950-707796-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-706200-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,43142,HG,WQCI,HG+WQCI
BOTTLE INLET CREEK,,1660,52.92026954730,-132.25916669500,Stream,950-814052-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-811600-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,43187,HG,WQCI,HG+WQCI
BROWNS CABIN CREEK,,1678,53.13285984290,-132.34944077100,Stream,950-958680-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-956400-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,41942,HG,WQCI,HG+WQCI
BUCK CHANNEL CREEK #FIVE,,2341,53.10309242580,-132.46098169700,Stream,955-673628-077218-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-950304-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,44865,HG,WQCI,HG+WQCI
BUCK CHANNEL CREEK #SIX,,2651,53.09466252640,-132.50109296200,Stream,950-947835-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,955-951000-05042-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,53135,HG,WQCI,HG+WQCI
CANOE PASS CREEK,,1677,53.10790056550,-132.38940921700,Stream,950-954469-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-952000-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,41937,HG,WQCI,HG+WQCI
CELESTIAL RIVER,,1551,53.63331428770,-132.93143797200,Stream,940-468060-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-458900-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,40922,HG,WQCI,HG+WQCI
COATES CREEK,COATES CREEK,1552,53.68543876420,-132.92743643000,Stream,940-511793-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-499200-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,40927,HG,WQCI,HG+WQCI
DAWSON HARBOUR CREEK,,1526,53.17187461980,-132.43270838000,Stream,940-178063-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-181900-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,42602,HG,WQCI,HG+WQCI
DAWSON INLET CREEK,,1527,53.22287697880,-132.47781016600,Stream,940-187392-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-191300-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,42607,HG,WQCI,HG+WQCI
EAST NARROWS CREEK,,1680,53.15267202500,-132.28262935400,Stream,940-151859-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-964129-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,41952,HG,WQCI,HG+WQCI
FAIRFAX CREEK,FAIRFAX CREEK,1650,52.71762168050,-131.98155632400,Stream,950-694269-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-692400-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,43137,HG,WQCI,HG+WQCI
FLAT CREEK,FLAT CREEK,1654,52.79116072900,-131.96568374900,Stream,950-720362-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-719300-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,43157,HG,WQCI,HG+WQCI
GIVENCHY ANCHORAGE CREEK,,1530,53.32508963020,-132.55098777000,Stream,940-262407-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-262317-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,42622,HG,WQCI,HG+WQCI
GREGORY CREEK,,1541,53.40344972850,-132.52036747100,Stream,940-332509-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-331100-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,41907,HG,WQCI,HG+WQCI
KAISUN CREEK,,1673,53.04500177760,-132.43860138000,Stream,950-918214-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-915700-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,42692,HG,WQCI,HG+WQCI
KANO INLET CREEK - OUTER,,1529,53.28806444320,-132.63888788500,Stream,940-250044-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-251500-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,42617,HG,WQCI,HG+WQCI
KANO INLET HEAD CREEK,,1531,53.33295268570,-132.55475741500,Stream,940-263173-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-264700-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,42627,HG,WQCI,HG+WQCI
KOOTENAY INLET NORTH ARM CREEK,,1659,52.87832658730,-132.19819886400,Stream,950-796858-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-794000-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,43182,HG,WQCI,HG+WQCI
KOOTENAY INLET SOUTH ARM CREEK,,1658,52.84397608840,-132.15178502000,Stream,950-789429-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-786400-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,43177,HG,WQCI,HG+WQCI
MACE CREEK,MACE CREEK,1550,53.60700899150,-132.82265308600,Stream,940-457436-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-448400-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,40917,HG,WQCI,HG+WQCI
MCKENZIE COVE CREEK,,1672,53.04762945720,-132.33760506700,Stream,950-909498-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-907200-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,42687,HG,WQCI,HG+WQCI
MERCER CREEK,,1548,53.58313922870,-132.90167182100,Stream,940-448869-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-440100-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,40907,HG,WQCI,HG+WQCI
NORTH ARM CREEK RIGHT HAND,,1523,53.16875847420,-132.31107594800,Stream,940-154272-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-158327-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,42587,HG,WQCI,HG+WQCI
NORTH ARM HEAD CREEK,,1524,53.18635457340,-132.33944996400,Stream,940-157630-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-161700-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,42592,HG,WQCI,HG+WQCI
OTARD CREEK,OTARD CREEK,1555,53.77039919830,-132.99248845500,Stream,940-528104-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-516500-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,40942,HG,WQCI,HG+WQCI
PEEL INLET 2ND LEFT HAND CREEK,,1667,52.98842083080,-132.10884496600,Stream,950-877534-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-875100-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,43222,HG,WQCI,HG+WQCI
PEEL INLET HEAD CREEK,,1666,52.96530876640,-132.07316796500,Stream,950-874527-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-872100-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,43217,HG,WQCI,HG+WQCI
RENNELL CREEK,,1535,53.29102256080,-132.42771106100,Stream,940-315312-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-313900-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,42647,HG,WQCI,HG+WQCI
RILEY CREEK,RILEY CREEK,1540,53.38696583800,-132.51655862300,Stream,940-329480-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-328100-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,41902,HG,WQCI,HG+WQCI
SEAL INLET CREEK,,1545,53.53789639560,-132.73397269700,Stream,940-379466-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-376600-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,41927,HG,WQCI,HG+WQCI
SECURITY INLET LEFT HAND CREEK,,1671,53.06270489300,-132.28789245500,Stream,950-903712-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-901300-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,42682,HG,WQCI,HG+WQCI
SECURITY INLET RIGHT HAND CREEK,,1670,53.05723718310,-132.25743321800,Stream,950-901846-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-899300-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,42677,HG,WQCI,HG+WQCI
STEEL CREEK,STEEL CREEK,1553,53.70130445020,-132.92729323600,Stream,940-514491-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-502200-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,40932,HG,WQCI,HG+WQCI
TARTU INLET HEAD CREEK,,1544,53.49855176560,-132.67487393800,Stream,940-352922-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-351500-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,41922,HG,WQCI,HG+WQCI
TARTU INLET OUTER CREEK,,1543,53.47514858930,-132.65473301400,Stream,940-349858-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,940-348300-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,41917,HG,WQCI,HG+WQCI
TASU CREEK,TASU CREEK,1656,52.85812003650,-132.08394741700,Stream,950-735521-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-734400-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,43167,HG,WQCI,HG+WQCI
WILSON BAY CREEK,,1653,52.75501429820,-131.93983524300,Stream,950-716592-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,950-715325-00000-00000-0000-0000-000-000-000-000-000-000,WEST HAIDA GWAII,PKO-11,PKO,Current,43152,HG,WQCI,HG+WQCI
ADA COVE CREEK,,2683,52.05553715310,-128.05054962800,Stream,915-553298-730791-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-213000-71100-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-LOWLANDS,PKO-12,PKO,Current,3152,HecLow,HStr,HecLow+HStr
ARGYH CREEK,,1864,52.90488708710,-129.02990351200,Stream,915-620970-451752-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-46000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-LOWLANDS,PKO-12,PKO,Current,43942,HecLow,HStr,HecLow+HStr
BANKS LAKES CREEK,,1942,53.37688131800,-130.19896873300,Stream,915-669295-369517-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-560000-25100-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-LOWLANDS,PKO-12,PKO,Current,44332,HecLow,HStr,HecLow+HStr
BARNARD CREEK,BARNARD CREEK,1869,53.05299488830,-129.11962463600,Stream,915-620970-642580-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-64900-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-LOWLANDS,PKO-12,PKO,Current,43967,HecLow,HStr,HecLow+HStr
BEALE'S LAGOON CREEK,,1803,52.18328305240,-127.98272782200,Stream,915-583813-072602-079028-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-233500-13600-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-LOWLANDS,PKO-12,PKO,Current,43752,HecLow,HStr,HecLow+HStr
BEAVER CREEK,,955,51.53727878680,-127.74750238900,Stream,910-159520-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-168500-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-LOWLANDS,PKO-12,PKO,Current,51702,HecLow,HStr,HecLow+HStr
BELOWE CREEK,BELOWE CREEK,1091,53.47511055990,-129.47782281600,Stream,910-729790-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-736000-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-LOWLANDS,PKO-12,PKO,Current,52467,HecLow,HStr,HecLow+HStr
BLACK ROCK CREEK,,1900,53.19763613730,-129.31486577800,Stream,915-661162-220045-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-541700-21300-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-LOWLANDS,PKO-12,PKO,Current,44122,HecLow,HStr,HecLow+HStr
BLEE CREEK,BLEE CREEK,1843,52.74478889990,-128.72458736400,Stream,915-620970-038323-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-03900-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-LOWLANDS,PKO-12,PKO,Current,43812,HecLow,HStr,HecLow+HStr
BLOOMFIELD CREEK,,1844,52.85706360520,-128.68226329600,Stream,915-620970-069823-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-07700-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-LOWLANDS,PKO-12,PKO,Current,43817,HecLow,HStr,HecLow+HStr
BOLTON CREEK,,1935,53.40866970710,-129.93966201800,Stream,915-669295-880661-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-560000-75100-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-LOWLANDS,PKO-12,PKO,Current,44297,HecLow,HStr,HecLow+HStr
BORROWMAN CREEK,,1890,52.73736300090,-129.26341872500,Stream,915-609400-600816-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-483500-62700-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-LOWLANDS,PKO-12,PKO,Current,44072,HecLow,HStr,HecLow+HStr
BOSWELL CREEK,,921,51.37707662890,-127.41649418800,Stream,910-057052-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-066600-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-LOWLANDS,PKO-12,PKO,Current,49726,HecLow,HStr,HecLow+HStr
