NOM_SITE,NOM_GAZ,ID_CARAC_G,Y_LAT,X_LONG,TYPE_DE_CA,CDE_BA_20K,CDE_BA_50K,NOM_UC,INDICE_UC,SP_QUAL,TYPE_UC,ID_POP,ACRO_ZAEA,ACRO_ZAM,ACRO_ZAJ
WILSON CREEK,,1927,53.56385014470,-129.88763844100,Stream,915-672242-451398-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-560200-42000-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,PKE-5,PKE,Current,44257,HecLow,HStr,HecLow+HStr
WINDFALL CREEK,,1004,52.38259113920,-128.32233922900,Stream,910-467717-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-477600-00000-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,PKE-5,PKE,Current,51952,HecLow,HStr,HecLow+HStr
WINDY ISLAND CREEK,,1899,53.10674452130,-129.29817517000,Stream,915-661162-044214-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-541700-04000-00000-0000-0000-000-000-000-000-000-000,HECATE LOWLANDS,PKE-5,PKE,Current,44117,HecLow,HStr,HecLow+HStr
AALTANHASH RIVER,AALTANHASH RIVER,1023,53.14655990680,-128.47747297300,Stream,910-543137-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-550600-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,50227,NC,HStr,NC+HStr
AIRPORT SIDE CHANNEL,,2090,52.39138165690,-126.58698463400,Artificial Channel,910-275583-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-290700-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,3117,BCD,HStr,BCD+HStr
ALLARD CREEK,ALLARD CREEK,930,51.46339654930,-127.32645232600,Stream,910-100320-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-110700-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,49771,RSI,HStr,RSI+HStr
AMBACK CREEK,AMBACK CREEK,937,51.69747536790,-127.04291350500,Stream,910-118506-218911-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-128800-22600-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,51612,RSI,HStr,RSI+HStr
ANDERSON CREEK,ANDERSON CREEK,1077,54.01511817970,-128.68201981100,Stream,910-665607-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-673500-03300-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,52397,NC,HStr,NC+HStr
ANGLER COVE CREEK,,1027,53.31704619140,-128.88359205800,Stream,910-556275-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-564100-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,50247,NC,HStr,NC+HStr
ARNOUP CREEK,ARNOUP CREEK,1850,52.97206815480,-128.67669416100,Stream,915-620970-098362-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-11100-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,43872,NC,HStr,NC+HStr
ASHLULM CREEK,ASHLULM CREEK,939,51.68864835790,-126.89922081800,Stream,910-118506-396333-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-128800-39700-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,51622,RSI,HStr,RSI+HStr
ASSEEK RIVER,ASSEEK RIVER,964,51.96245384970,-126.67860431900,Stream,910-258012-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-273700-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,51747,BCD,HStr,BCD+HStr
ATNARKO RIVER,ATNARKO RIVER,970,52.37656417890,-126.09435640500,Stream,910-275583-999439-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-290700-99900-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,51782,BCD,HStr,BCD+HStr
ATNARKO SPAWNING CHANNEL,,358,52.35895382720,-126.04900099400,Artificial Channel,910-275583-999439-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-290700-99900-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,45643,BCD,HStr,BCD+HStr
BELLA COOLA RIVER,BELLA COOLA RIVER,968,52.39012813830,-126.77770520000,Stream,910-275583-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-290700-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,51769,BCD,HStr,BCD+HStr
BIG BAY CREEK,,1012,52.78871873960,-127.99345637600,Stream,910-494224-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-503100-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,51992,NC,HStr,NC+HStr
BIG CREEK,,1011,52.75986711720,-127.88550981700,Stream,910-491224-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-500200-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,51987,NC,HStr,NC+HStr
BIG TILLHORN CREEK,,1910,53.58073424220,-129.17939712900,Stream,915-685656-189254-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-567300-19100-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,44172,NC,HStr,NC+HStr
BISH CREEK,BISH CREEK,1080,53.92314592700,-128.73816491400,Stream,910-670931-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-677700-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,52412,NC,HStr,NC+HStr
BOLIN BAY CREEK,,1016,52.83734122100,-128.22515757700,Stream,910-511168-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-519700-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,52012,NC,HStr,NC+HStr
BRIM RIVER,BRIM RIVER,1036,53.51182730730,-128.36556595900,Stream,910-624006-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-632400-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,50292,NC,HStr,NC+HStr
BUIE CREEK,BUIE CREEK,1849,52.97083373310,-128.65855512400,Stream,915-620970-093739-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-10600-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,43867,NC,HStr,NC+HStr
CAMP CREEK,,967,52.18166244670,-126.86141226500,Stream,910-265984-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-281600-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,51762,BCD,HStr,BCD+HStr
CANOONA RIVER,CANOONA RIVER,1838,53.07332555170,-128.56826309100,Stream,915-620970-838586-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-84200-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,42787,NC,HStr,NC+HStr
CARTER RIVER,CARTER RIVER,1017,52.83917985230,-128.37539461800,Stream,910-516193-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-524600-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,52017,NC,HStr,NC+HStr
CASCADE RIVER,,983,52.60898925600,-127.62684829100,Stream,910-336010-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-351200-12100-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,51847,NC,HStr,NC+HStr
CECIL CREEK,CECIL CREEK,1071,54.20047049540,-128.57597482900,Stream,910-665062-301715-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-673500-30400-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,52367,NC,HStr,NC+HStr
CHIST CREEK,CHIST CREEK,1072,54.25308507290,-128.49654252000,Stream,910-665062-410884-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-673500-41600-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,52372,NC,HStr,NC+HStr
CHUCKWALLA RIVER,CHUCKWALLA RIVER,948,51.72803738280,-127.34077620800,Stream,910-121016-018183-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-130900-04100-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,51667,RSI,HStr,RSI+HStr
CLAYTON FALLS CREEK,CLAYTON FALLS CREEK,2239,52.37153377800,-126.81590216300,Stream,910-273888-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-289600-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,3131,BCD,HStr,BCD+HStr
CLYAK RIVER,CLYAK RIVER,949,51.86827809060,-127.35180397000,Stream,910-131496-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-141200-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,51672,RSI,HStr,RSI+HStr
CRAB RIVER,CRAB RIVER,1038,53.56661700470,-128.76450423200,Stream,910-636378-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-644700-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,50302,NC,HStr,NC+HStr
DALA RIVER,DALA RIVER,1045,53.84845275020,-128.51409912600,Stream,910-652931-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-661200-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,50337,NC,HStr,NC+HStr
DALLERY CREEK,DALLERY CREEK,938,51.67342759330,-127.04329780900,Stream,910-118506-230455-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-128800-23700-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,51617,RSI,HStr,RSI+HStr
DALLY CREEK,DALLY CREEK,1846,52.88580985400,-128.66467989000,Stream,915-620970-077655-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-09100-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,43827,NC,HStr,NC+HStr
DEAN RIVER,DEAN RIVER,975,52.80523156080,-126.96862453300,Stream,910-302877-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-318700-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,51807,BCD,HStr,BCD+HStr
DEEP BAY CREEK,,979,52.58248903740,-127.24285926600,Stream,910-320475-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-336200-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,51827,NC,HStr,NC+HStr
DOCEE RIVER,,914,51.23292088420,-127.33867675100,Stream,910-020688-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-025600-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,49691,RSI,HStr,RSI+HStr
DOME CREEK,HEAD CREEK,1022,53.14294234210,-128.47508139800,Stream,910-543031-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-550500-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,51247,NC,HStr,NC+HStr
DRANEY CREEK,DRANEY CREEK,928,51.40710040930,-127.25240235600,Stream,910-097011-010815-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-107200-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,49761,RSI,HStr,RSI+HStr
DUTHIE CREEK,,1836,52.77874638190,-128.27970294200,Stream,915-619063-349885-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488000-34300-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,42777,NC,HStr,NC+HStr
EAGLE BAY CREEK,,1042,53.79921230030,-128.70889082100,Stream,910-646468-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-654500-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,50322,NC,HStr,NC+HStr
EAST ARM CREEK,,1871,53.15821842380,-128.89346066700,Stream,915-620970-720938-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-72600-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,43977,NC,HStr,NC+HStr
ELCHO CREEK,ELCHO CREEK,984,52.40058470720,-127.53932576100,Stream,910-346442-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-361300-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,51852,NC,HStr,NC+HStr
EMSLEY CREEK,EMSLEY CREEK,1081,53.90236635500,-128.79488255800,Stream,910-672824-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-679500-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,52417,NC,HStr,NC+HStr
EVELYN CREEK,EVELYN CREEK,1906,53.58428482830,-128.95554792300,Stream,915-685656-720043-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-567300-72300-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,44152,NC,HStr,NC+HStr
FALLS RIVER,FALLS RIVER,1043,53.82492028440,-128.51808639700,Stream,910-651168-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-659200-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,50327,NC,HStr,NC+HStr
FIFER COVE CREEK,,1845,52.85617205530,-128.68134879600,Stream,915-620970-069823-008579-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-08400-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,43822,NC,HStr,NC+HStr
FISH CREEK,,2246,52.38976226050,-126.57396500500,Stream,910-275583-265627-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-290700-25935-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,3142,BCD,HStr,BCD+HStr
FISHTRAP BAY CREEK,,1908,53.55782016220,-129.02106244500,Stream,915-685656-780985-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-567300-78100-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,44162,NC,HStr,NC+HStr
FOCH RIVER,,1083,53.83238249890,-129.09278167800,Stream,910-697624-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-704200-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,52427,NC,HStr,NC+HStr
FRENCHMAN CREEK,FRENCHMAN CREEK,985,52.32441371280,-127.55263551300,Stream,910-350027-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-364900-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,51857,NC,HStr,NC+HStr
GENESEE CREEK,GENESEE CREEK,942,51.66532816230,-126.67051707400,Stream,910-118506-624591-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-128800-63100-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,51637,RSI,HStr,RSI+HStr
GILTTOYEES CREEK,GILTTOYEES CREEK,1082,53.90056042270,-129.02672702400,Stream,910-688826-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-695400-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,52422,NC,HStr,NC+HStr
GOAT RIVER,GOAT RIVER,1028,53.36076229590,-128.84670357600,Stream,910-557977-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-565700-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,50252,NC,HStr,NC+HStr
GREEN RIVER,,1799,52.33052073570,-127.45415088400,Stream,915-564878-469721-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-226500-54300-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,43732,NC,HStr,NC+HStr
GREEN RIVER,,1018,52.99619893460,-128.37825705100,Stream,910-524956-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-533000-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,51227,NC,HStr,NC+HStr
GRIBBLE ISLAND CREEK,,1904,53.35732849090,-129.13833938100,Stream,915-679587-283525-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-566500-08500-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,44142,NC,HStr,NC+HStr
HAWKSBURY ISLAND CREEK,,3553,53.49247599540,-129.10288928800,Stream,915-685656-863549-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-567300-86300-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,3065,NC,HStr,NC+HStr
HEYSHAM CREEK,HEYSHAM CREEK,11571,53.64036736000,-128.82946173100,Stream,910-638878-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-647200-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,3431,NC,HStr,NC+HStr
HIRSCH CREEK,HIRSCH CREEK,1054,54.09023798500,-128.64246554300,Stream,910-665062-130766-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-673500-11700-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,50382,NC,HStr,NC+HStr
HOME BAY CREEKS,,7990585,53.27173066540,-129.07373384800,Stream,915-620970-757137-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-76200-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,45776,NC,HStr,NC+HStr
HOTSPRING CREEK,,1037,53.44945498340,-128.55304549300,Stream,910-629534-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-637900-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,50297,NC,HStr,NC+HStr
HUGH CREEK,HUGH CREEK,1041,53.72669582630,-128.77650488100,Stream,910-642305-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-650400-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,50317,NC,HStr,NC+HStr
HUMPHRYS CREEK,HUMPHRYS CREEK,1068,54.18322901770,-128.57242713200,Stream,910-665062-280395-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-673500-28200-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,50452,NC,HStr,NC+HStr
INZIANA RIVER,INZIANA RIVER,944,51.83077734000,-126.68204299500,Stream,910-118506-969715-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-128800-97500-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,51647,RSI,HStr,RSI+HStr
JAMES BAY CREEK,,1833,52.71883322110,-128.22411051000,Stream,915-619063-789911-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488000-78700-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,42762,NC,HStr,NC+HStr
JENNY BAY CREEKS,,1798,52.22402973080,-127.59838920500,Stream Aggregate,,,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,43727,NC,HStr,NC+HStr
JENNY BAY EAST CREEK,,3555,52.23435524660,-127.59421436800,Stream,915-564878-390318-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-226500-46300-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,3449,NC,HStr,NC+HStr
JENNY BAY SOUTH CREEK,,2693,52.22402973080,-127.59838920500,Stream,915-564878-384585-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-226500-45700-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,3451,NC,HStr,NC+HStr
JENNY BAY WEST CREEK,,2692,52.22849747030,-127.60293516200,Stream,915-564878-382087-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-226500-45400-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,3453,NC,HStr,NC+HStr
KAINET CREEK,KAINET CREEK,1010,52.75644710120,-127.87719124400,Stream,910-490960-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-500000-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,51982,NC,HStr,NC+HStr
KEMANO RIVER,KEMANO RIVER,1034,53.48393941900,-128.12481098500,Stream,910-618922-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-627400-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,50282,NC,HStr,NC+HStr
KHUTZE RIVER,KHUTZE RIVER,1021,53.08524367750,-128.41216885700,Stream,910-537261-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-545100-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,51242,NC,HStr,NC+HStr
KIHESS CREEK,KIHESS CREEK,1084,53.66103971110,-129.19490001600,Stream,910-704836-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-711600-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,52432,NC,HStr,NC+HStr
KILBELLA RIVER,KILBELLA RIVER,947,51.71917601170,-127.34794815100,Stream,910-121016-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-130900-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,51662,RSI,HStr,RSI+HStr
KILDALA RIVER,KILDALA RIVER,1044,53.82198258890,-128.49142460900,Stream,910-651837-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-659800-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,50332,NC,HStr,NC+HStr
KILTUISH RIVER,KILTUISH RIVER,1030,53.32185974000,-128.46663933800,Stream,910-586176-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-593300-00000-00000-0000-0000-000-000-000-000-000-000,HECATE STRAIT-FJORDS,PKE-6,PKE,Current,50262,NC,HStr,NC+HStr
