SITE_NAME,GAZ_NAME,GFE_ID,Y_LAT,X_LONG,GFE_TYPE,WS_CDE_20K,WS_CDE_50K,CU_NAME,FULL_CU_IN,SP_QUAL,CU_TYPE,POP_ID,FAZ_ACRO,MAZ_ACRO,JAZ_ACRO
KNIGHT CREEK - SHORE,SHUSWAP LAKE,11550,50.79984711910,-119.16791850600,Lake Portion,100-190442-999098-995997-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-000000-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,3402,STh,GStr,STh+GStr
LEE CREEK - SHORE,SHUSWAP LAKE,11544,50.90390601600,-119.52886215200,Lake Portion,100-190442-999098-995997-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-000000-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,3396,STh,GStr,STh+GStr
LITTLE RIVER,SOUTH THOMPSON RIVER,219,50.86552576610,-119.60476187000,Stream Segment,100-190442-999098-995997-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-000000-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,46228,STh,GStr,STh+GStr
MARA LAKE,MARA LAKE,2766,50.81571135450,-118.98435274700,Lake,100-190442-999098-995997-730848-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-835500-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,3090,STh,GStr,STh+GStr
MCNOMEE CREEK,MCNOMEE CREEK,2392,51.26400255450,-118.94565731000,Stream,100-190442-999098-995997-492860-064395-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-700300-05600-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,45015,STh,GStr,STh+GStr
MOMICH RIVER,MOMICH RIVER,223,51.33451057010,-119.42425419700,Stream,100-190442-999098-995997-058910-326444-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-453400-32500-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,46269,STh,GStr,STh+GStr
MOMICH RIVER - SHORE,ADAMS LAKE,11559,51.33283484620,-119.42248616300,Lake Portion,100-190442-999098-995997-058910-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-453400-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,3411,STh,GStr,STh+GStr
NIKWIKWAIA CREEK,NIKWIKWAIA CREEK,2388,50.93907051180,-119.65603190600,Stream,100-190442-999098-995997-058910-057838-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-453400-05400-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,45009,STh,GStr,STh+GStr
NOISY CREEK,NOISY CREEK,248,50.70716375920,-118.65511389400,Stream,100-190442-999098-995997-730848-384513-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-835500-36500-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,46509,STh,GStr,STh+GStr
ONYX CREEK,ONYX CREEK,226,50.95373848680,-119.28101194900,Stream,100-190442-999098-995997-296515-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-585000-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,46299,STh,GStr,STh+GStr
ONYX CREEK - SHORE,SHUSWAP LAKE,11547,50.95846881880,-119.28370594700,Lake Portion,100-190442-999098-995997-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-000000-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,3399,STh,GStr,STh+GStr
PASS CREEK - LAKE SHORE,ADAMS LAKE,11560,51.07453753300,-119.78692266500,Lake Portion,100-190442-999098-995997-058910-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-453400-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,3412,STh,GStr,STh+GStr
PERRY RIVER,PERRY RIVER,2394,50.99454226780,-118.68808449000,Stream,100-190442-999098-995997-725308-568657-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-831400-58500-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,45027,STh,GStr,STh+GStr
QUEEST CREEK - SHORE,SHUSWAP LAKE,11539,51.02554509520,-118.96134830300,Lake Portion,100-190442-999098-995997-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-000000-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,3391,STh,GStr,STh+GStr
REINECKER CREEK,REINECKER CREEK,235,50.78876804300,-119.19854757100,Stream,100-190442-999098-995997-860039-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-913000-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,46388,STh,GStr,STh+GStr
REINECKER CREEK - SHORE,SHUSWAP LAKE,11554,50.79346036050,-119.19620319500,Lake Portion,100-190442-999098-995997-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-000000-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,3406,STh,GStr,STh+GStr
ROSS CREEK,ROSS CREEK,227,50.96131528590,-119.24130528400,Stream,100-190442-999098-995997-316627-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-602300-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,46309,STh,GStr,STh+GStr
ROSS CREEK - SHORE,SHUSWAP LAKE,11548,50.96733921890,-119.25230956200,Lake Portion,100-190442-999098-995997-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-000000-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,3400,STh,GStr,STh+GStr
SALMON RIVER,SALMON RIVER,237,50.71001713820,-119.30656524000,Stream,100-190442-999098-995997-990301-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-994100-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,46400,STh,GStr,STh+GStr
SCOTCH CREEK,SCOTCH CREEK,225,50.91532294490,-119.50925263300,Stream,100-190442-999098-995997-088471-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-478700-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,46289,STh,GStr,STh+GStr
SCOTCH CREEK - SHORE,SHUSWAP LAKE,11549,50.91443657110,-119.51597464900,Lake Portion,100-190442-999098-995997-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-000000-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,3401,STh,GStr,STh+GStr
SEYMOUR RIVER,SEYMOUR RIVER,229,51.23862599560,-118.95845426200,Stream,100-190442-999098-995997-492860-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-700300-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,46329,STh,GStr,STh+GStr
SHUSWAP LAKE,SHUSWAP LAKE,379,50.88161749930,-119.55911856200,Lake,100-190442-999098-995997-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-000000-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,45764,STh,GStr,STh+GStr
SHUSWAP LAKE  SEYMOUR ARM,SHUSWAP LAKE,11565,50.93591200000,-119.32292900000,Lake Portion,100-190442-999098-995997-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-000000-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,7424,STh,GStr,STh+GStr
SHUSWAP LAKE ANSTEY ARM,SHUSWAP LAKE,11562,51.04225700000,-118.96252700000,Lake Portion,100-190442-999098-995997-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-000000-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,7421,STh,GStr,STh+GStr
SHUSWAP LAKE MAIN ARM,SHUSWAP LAKE,11563,51.15017600030,-119.00727400000,Lake Portion,100-190442-999098-995997-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-000000-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,7422,STh,GStr,STh+GStr
SHUSWAP LAKE MAIN ARM - NORTH SHORE,SHUSWAP LAKE,11545,50.96354301720,-119.17166583000,Lake Portion,100-190442-999098-995997-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-000000-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,3397,STh,GStr,STh+GStr
SHUSWAP LAKE MAIN ARM - SOUTH SHORE,SHUSWAP LAKE,11546,50.88915261770,-119.39851302400,Lake Portion,100-190442-999098-995997-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-000000-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,3398,STh,GStr,STh+GStr
SHUSWAP LAKE SALMON ARM,SHUSWAP LAKE,11564,50.75016500000,-119.30027800000,Lake Portion,100-190442-999098-995997-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-000000-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,7423,STh,GStr,STh+GStr
SHUSWAP LAKE SALMON ARM - EAST SHORE,SHUSWAP LAKE,11551,50.89680544670,-119.04434370300,Lake Portion,100-190442-999098-995997-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-000000-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,3403,STh,GStr,STh+GStr
SHUSWAP LAKE SALMON ARM - NORTH SHORE,SHUSWAP LAKE,11552,50.80993145500,-119.10584010800,Lake Portion,100-190442-999098-995997-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-000000-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,3404,STh,GStr,STh+GStr
SHUSWAP LAKE SALMON ARM - SOUTH SHORE,SHUSWAP LAKE,11553,50.77712989760,-119.17923999400,Lake Portion,100-190442-999098-995997-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-000000-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,3405,STh,GStr,STh+GStr
SHUSWAP RIVER - LOWER,SHUSWAP RIVER,240,50.72484103440,-119.04705282900,Stream Segment,100-190442-999098-995997-730848-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-835500-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,46429,STh,GStr,STh+GStr
SHUSWAP RIVER - MIDDLE,SHUSWAP RIVER,241,50.43388501610,-118.75148752300,Stream Segment,100-190442-999098-995997-730848-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-835500-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,46440,STh,GStr,STh+GStr
SICAMOUS CREEK,SICAMOUS CREEK,26772,50.80922399540,-118.97415042300,Stream,100-190442-999098-995997-730848-029688-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-835500-01300-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,7638,STh,GStr,STh+GStr
SINMAX CREEK,SINMAX CREEK,222,51.07656083210,-119.78727931100,Stream,100-190442-999098-995997-058910-140766-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-453400-13600-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,46259,STh,GStr,STh+GStr
SOUTH THOMPSON RIVER,SOUTH THOMPSON RIVER,218,50.68051741530,-120.33813631000,Stream,100-190442-999098-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-000000-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,46218,STh,GStr,STh+GStr
TAPPEN CREEK,TAPPEN CREEK,236,50.77264597930,-119.33349160100,Stream,100-190442-999098-995997-943954-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-963600-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,46389,STh,GStr,STh+GStr
TRINITY CREEK,TRINITY CREEK,245,50.54115929340,-118.96280665000,Stream,100-190442-999098-995997-730848-273538-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-835500-25700-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,46480,STh,GStr,STh+GStr
TSUIUS CREEK,TSUIUS CREEK,250,50.62760740860,-118.68348223900,Stream,100-190442-999098-995997-730848-384771-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-835500-37300-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,46529,STh,GStr,STh+GStr
TSUIUS CREEK - SHORE SPAWNERS,MABEL LAKE,26774,50.62794681670,-118.68267720100,Lake Portion,100-190442-999098-995997-730848-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-835500-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,7642,STh,GStr,STh+GStr
VANISHING CREEK - SHORE,SHUSWAP LAKE,11540,51.08096683550,-118.91604734700,Lake Portion,100-190442-999098-995997-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-000000-00000-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,3392,STh,GStr,STh+GStr
WAP CREEK,WAP CREEK,249,50.72649455890,-118.61543504100,Stream,100-190442-999098-995997-730848-384566-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-835500-36600-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,46519,STh,GStr,STh+GStr
YARD CREEK,YARD CREEK,2393,50.90828748260,-118.82086911200,Stream,100-190442-999098-995997-725308-355349-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-831400-35600-00000-0000-0000-000-000-000-000-000-000,SHUSWAP COMPLEX-LATE TIMING,SEL-09-03,SEL,Current,45025,STh,GStr,STh+GStr
ADAMS RIVER - UPPER,ADAMS RIVER,221,51.40895047970,-119.45858548900,Stream Segment,100-190442-999098-995997-058910-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-453400-00000-00000-0000-0000-000-000-000-000-000-000,(P)ADAMS AND MOMICH LAKES-EARLY SUMMER TIMING,SEL-09-xx,SEL,Bin,46248,STh,GStr,STh+GStr
BURTON CREEK,BURTON CREEK,2391,51.48230247060,-119.46428335600,Stream,100-190442-999098-995997-058910-432966-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-453400-43000-00000-0000-0000-000-000-000-000-000-000,(P)ADAMS AND MOMICH LAKES-EARLY SUMMER TIMING,SEL-09-xx,SEL,Bin,45013,STh,GStr,STh+GStr
CAYENNE CREEK,CAYENNE CREEK,224,51.32073590000,-119.31872485500,Stream,100-190442-999098-995997-058910-326444-537363-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-453400-32500-49200-0000-0000-000-000-000-000-000-000,(P)ADAMS AND MOMICH LAKES-EARLY SUMMER TIMING,SEL-09-xx,SEL,Bin,46278,STh,GStr,STh+GStr
MOMICH RIVER,MOMICH RIVER,223,51.33451057010,-119.42425419700,Stream,100-190442-999098-995997-058910-326444-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-453400-32500-00000-0000-0000-000-000-000-000-000-000,(P)ADAMS AND MOMICH LAKES-EARLY SUMMER TIMING,SEL-09-xx,SEL,Bin,46268,STh,GStr,STh+GStr
MOMICH RIVER - UPPER,MOMICH RIVER,2433,51.32084984510,-119.32655552400,Stream Segment,100-190442-999098-995997-058910-326444-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,128-453400-32500-00000-0000-0000-000-000-000-000-000-000,(P)ADAMS AND MOMICH LAKES-EARLY SUMMER TIMING,SEL-09-xx,SEL,Bin,45084,STh,GStr,STh+GStr
BARRIERE RIVER,BARRIERE RIVER,258,51.17380573600,-120.13860448300,Stream,100-190442-998192-185576-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,129-190100-00000-00000-0000-0000-000-000-000-000-000-000,KAMLOOPS-EARLY SUMMER TIMING,SEL-10-01,SEL,Current,46600,NTh,GStr,NTh+GStr
CLEARWATER RIVER,CLEARWATER RIVER,266,51.63310955170,-120.08072014500,Stream,100-190442-998192-349877-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,129-360400-00000-00000-0000-0000-000-000-000-000-000-000,KAMLOOPS-EARLY SUMMER TIMING,SEL-10-01,SEL,Current,46680,NTh,GStr,NTh+GStr
FINN CREEK,FINN CREEK,279,51.89602393650,-119.32465805700,Stream,100-190442-998192-602714-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,129-619200-00000-00000-0000-0000-000-000-000-000-000-000,KAMLOOPS-EARLY SUMMER TIMING,SEL-10-01,SEL,Current,46782,NTh,GStr,NTh+GStr
GROUSE CREEK,GROUSE (MOUL) CREEK,15948,51.83296127690,-120.05635819300,Stream,100-190442-998192-349877-147770-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,129-360400-15000-00000-0000-0000-000-000-000-000-000-000,KAMLOOPS-EARLY SUMMER TIMING,SEL-10-01,SEL,Current,3441,NTh,GStr,NTh+GStr
HEMP CREEK,HEMP CREEK,15949,51.84202049910,-120.06633028000,Stream,100-190442-998192-349877-155724-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,129-360400-15800-00000-0000-0000-000-000-000-000-000-000,KAMLOOPS-EARLY SUMMER TIMING,SEL-10-01,SEL,Current,3442,NTh,GStr,NTh+GStr
LEMIEUX CREEK,LEMIEUX CREEK,262,51.42444746440,-120.20083151600,Stream,100-190442-998192-274759-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,129-281900-00000-00000-0000-0000-000-000-000-000-000-000,KAMLOOPS-EARLY SUMMER TIMING,SEL-10-01,SEL,Current,46640,NTh,GStr,NTh+GStr
LYON CREEK,LYON CREEK,278,51.87798775360,-119.30896331100,Stream,100-190442-998192-595721-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,129-613200-00000-00000-0000-0000-000-000-000-000-000-000,KAMLOOPS-EARLY SUMMER TIMING,SEL-10-01,SEL,Current,46772,NTh,GStr,NTh+GStr
MANN CREEK,MANN CREEK,265,51.56635680190,-120.13635569700,Stream,100-190442-998192-325873-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,129-335800-00000-00000-0000-0000-000-000-000-000-000-000,KAMLOOPS-EARLY SUMMER TIMING,SEL-10-01,SEL,Current,46670,NTh,GStr,NTh+GStr
NORTH THOMPSON RIVER,NORTH THOMPSON RIVER,256,50.68178400990,-120.34184586200,Stream,100-190442-998192-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,129-000000-00000-00000-0000-0000-000-000-000-000-000-000,KAMLOOPS-EARLY SUMMER TIMING,SEL-10-01,SEL,Current,46580,NTh,GStr,NTh+GStr
RAFT RIVER,RAFT RIVER,269,51.63206515030,-119.99230280600,Stream,100-190442-998192-368776-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,129-379800-00000-00000-0000-0000-000-000-000-000-000-000,KAMLOOPS-EARLY SUMMER TIMING,SEL-10-01,SEL,Current,46710,NTh,GStr,NTh+GStr
FENNELL CREEK,FENNELL CREEK,261,51.35257689730,-119.72326847200,Stream,100-190442-998192-185576-677668-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,129-190100-69200-00000-0000-0000-000-000-000-000-000-000,NORTH BARRIERE-EARLY SUMMER TIMING,SEL-10-03,SEL,Bin,3416,NTh,GStr,NTh+GStr
HARPER CREEK,HARPER CREEK,2395,51.32055949840,-119.87680365300,Stream,100-190442-998192-185576-497452-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,129-190100-51200-00000-0000-0000-000-000-000-000-000-000,NORTH BARRIERE-EARLY SUMMER TIMING,SEL-10-03,SEL,Bin,45028,NTh,GStr,NTh+GStr
FULMORE RIVER,FULMORE RIVER,836,50.56122211290,-125.93814686700,Stream,900-523991-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-521100-00000-00000-0000-0000-000-000-000-000-000-000,FULMORE,SEL-11-01,SEL,Current,50730,SC,SFj,SC+SFj
HEYDON CREEK,HEYDON CREEK,831,50.57709557570,-125.57539056300,Stream,900-481198-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-477600-00000-00000-0000-0000-000-000-000-000-000-000,HEYDON,SEL-11-02,SEL,Current,50680,SC,SFj,SC+SFj
KAKWEIKEN RIVER,KAKWEIKEN RIVER,860,50.80668947590,-126.02426397300,Stream,900-634559-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-632100-00000-00000-0000-0000-000-000-000-000-000-000,KAKWEIKEN,SEL-11-03,SEL,Current,50970,SC,SFj,SC+SFj
SCOTT COVE CREEK,,867,50.76690412900,-126.45948720900,Stream,905-458062-393845-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-557500-33700-00000-0000-0000-000-000-000-000-000-000,LOOSE,SEL-11-04,SEL,Current,51040,SC,SFj,SC+SFj
MACKENZIE RIVER,,876,50.93399662900,-126.63546836700,Stream,900-710626-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-712900-00000-00000-0000-0000-000-000-000-000-000-000,MACKENZIE,SEL-11-05,SEL,Current,51125,SC,SFj,SC+SFj
PHILLIPS RIVER,PHILLIPS RIVER,824,50.56842440200,-125.36543402000,Stream,900-449592-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-447800-00000-00000-0000-0000-000-000-000-000-000-000,PHILLIPS,SEL-11-06,SEL,Current,50610,SC,SFj,SC+SFj
PHILLIPS RIVER,PHILLIPS RIVER,824,50.56842440200,-125.36543402000,Stream,900-449592-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-447800-00000-00000-0000-0000-000-000-000-000-000-000,PHILLIPS,SEL-11-06,SEL,Current,50611,SC,SFj,SC+SFj
RUBY CREEK,RUBY CREEK,764,49.65184813690,-124.06830684300,Stream,900-150628-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-147300-00000-00000-0000-0000-000-000-000-000-000-000,SAKINAW,SEL-11-07,SEL,Current,48719,SC,GStr,SC+GStr
TZOONIE RIVER,TZOONIE RIVER,776,49.78782448610,-123.72357438400,Stream,900-198810-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-195000-00000-00000-0000-0000-000-000-000-000-000-000,TZOONIE,SEL-11-09,SEL,Current,48834,SC,GStr,SC+GStr
VILLAGE BAY CREEK,CLEAR CREEK,1132,50.16525129180,-125.18778356400,Stream,905-405793-775537-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-291000-76900-00000-0000-0000-000-000-000-000-000-000,VILLAGE BAY,SEL-11-10,SEL,VREQ[Extirpated],52820,SC,SFj,SC+SFj
KOKISH RIVER,KOKISH RIVER,1115,50.53153385360,-126.87162709600,Stream,920-810549-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-810900-00000-00000-0000-0000-000-000-000-000-000-000,IDA/BONANZA,SEL-12-01,SEL,Current,52655,EVI,SFj,EVI+SFj
